3.690779219450249227e-01,3.750869935738915806e-01,4.143318575305811602e-01,3.722011531864767298e-01
3.872345304245504716e-01,3.806096709599463002e-01,4.380365288662096401e-01,3.858909168494618069e-01
3.988160599889915003e-01,4.589015379768449643e-01,3.950463880900935698e-01,4.150955723069746361e-01
4.145664981632740109e-01,4.159359696184250499e-01,4.906169674074845610e-01,4.243580109862240546e-01
4.489307707151008464e-01,4.376070429255163319e-01,5.239614005293923293e-01,4.624738897837396001e-01
4.586975328633506876e-01,4.571682419463888869e-01,5.508009179903704533e-01,4.672112687361367755e-01
4.744661305131616658e-01,4.804375282928645685e-01,5.588444772801376415e-01,4.969302620035337958e-01
5.633602817178194888e-01,4.866222223623799525e-01,4.863378797607265103e-01,4.871060769336402196e-01
3.702377221978307986e-01,3.700367794541250532e-01,3.714686617268445623e-01,4.124835129973250525e-01
3.805706706455362909e-01,3.795267351885514562e-01,3.733862755886944718e-01,4.260063605197831893e-01
3.885785570720881044e-01,3.827819959954764650e-01,3.915490513379515369e-01,4.444397042520460972e-01
3.257769340571735617e-01,2.149284013697245754e-01,3.981505474497138986e-01,4.742004150679046126e-01
4.273521001746565795e-01,4.237059776066068872e-01,4.247230355597244045e-01,5.199941896992961166e-01
4.543808305770167810e-01,4.532084594265816113e-01,5.465421310024458634e-01,4.548202466749406980e-01
4.885403591473086449e-01,4.857693811713873489e-01,5.658741936360892621e-01,4.810374849723033641e-01
4.965934120911768002e-01,5.727972024972248777e-01,4.967398187244514984e-01,4.960623941739700782e-01
3.342535193934712545e-01,3.342262393685490052e-01,3.332470528481000227e-01,3.957768294400197395e-01
3.324370195429258712e-01,3.308585913194234118e-01,3.310151697732529597e-01,3.950261168830036529e-01
3.710108621162850340e-01,2.283373017010963124e-01,1.911018011543020312e-01,2.700833449029103051e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.155229640925032997e-01,2.228633621633381023e-01,4.911862183543864169e-01,2.924285424609956996e-01
2.546225751405347126e-01,3.278230528121743870e-01,2.552214391271321881e-01,5.373850956326321482e-01
5.111364992890771175e-01,5.113669551547407321e-01,5.856921864138344702e-01,5.024353290659637761e-01
5.226483942771020796e-01,6.090034099997623240e-01,5.317177389741692961e-01,5.328743302502286783e-01
3.076047806836968435e-01,3.064127284394951856e-01,3.080311316409841127e-01,3.617083297688121757e-01
3.360684567058346839e-01,2.942645783552639283e-01,2.867668228561092714e-01,2.988170936561380664e-01
2.226478818157380524e-01,2.234870354405752990e-01,2.233150783383605342e-01,3.123633802304978668e-01
3.799692350369417160e-02,1.838030887050263740e-01,7.043099834884808397e-02,7.506925126573360529e-02
3.375811228547761500e-01,1.415481779854428079e-01,1.443471906509145586e-01,1.495585007943925349e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.943754424139817027e-01,3.567622188854177034e-01,6.105986202142333896e-01,3.328779134411292140e-01
5.658384691837305969e-01,5.474327656648120266e-01,6.465298806753345673e-01,5.541794803544616288e-01
