3.685684218703659809e-01,3.963721750711311498e-01,3.650197804776432742e-01,3.571930145092908626e-01
3.668490539356707436e-01,3.780836342203275358e-01,4.076606384172283271e-01,3.675116613288492706e-01
3.961449858154623693e-01,3.875403847582990502e-01,4.473310912052388399e-01,3.883567187208366578e-01
4.138874117945213760e-01,4.082160984926521685e-01,4.762765730704351941e-01,4.241435948833969793e-01
4.263023712394194975e-01,4.193143128437139544e-01,5.021356550444545652e-01,4.457808736845939590e-01
4.565874991955618523e-01,4.497786675198537365e-01,5.309904680022426993e-01,4.514666132940716725e-01
4.711341309602569138e-01,4.711384454433135138e-01,5.514053512095316023e-01,4.776453562605799119e-01
5.577752135709299619e-01,4.693609441733421206e-01,4.762770318818427828e-01,4.715699385922659803e-01
3.679485271721826267e-01,3.666615007843609941e-01,3.541552393552877542e-01,3.963557864194759417e-01
3.764825653307347642e-01,3.639340495311943480e-01,3.683804528673924050e-01,4.106245858241349134e-01
3.744271772691841749e-01,3.858358905906837943e-01,3.779184959560490387e-01,4.353942896391479467e-01
3.645803507058577031e-01,2.348655535451737719e-01,2.123057222744695050e-01,4.518504236645944361e-01
4.161026956477967276e-01,4.255718602608458134e-01,4.202695890404782308e-01,4.756252794035145670e-01
4.453613130295845379e-01,4.366460443158126092e-01,4.512632019428165497e-01,5.257341680746006052e-01
4.844449795039007522e-01,4.793662018394857505e-01,5.620772697028950660e-01,4.901119278113479361e-01
4.910256043572083229e-01,5.690701954758873304e-01,4.761809541718526329e-01,4.813355722847099116e-01
3.464256513968468898e-01,3.458801731981856475e-01,3.446681405643191587e-01,3.821072179347403397e-01
3.774657676532688355e-01,3.388010768402902606e-01,3.382030613065279967e-01,3.406263083945386683e-01
3.619913114032853318e-01,2.021390079913229498e-01,2.031039904921137784e-01,2.697658198710922162e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.207711474303088450e-01,1.781128947249886185e-01,4.163774800426982559e-01,2.580188996685578995e-01
2.873960609114605824e-01,3.493930895679524529e-01,2.921574964016782072e-01,4.965967622270825998e-01
5.032716401972190390e-01,4.791929373198710040e-01,5.766308273783427030e-01,4.834395744231028136e-01
5.143704287734508496e-01,6.035016077660150247e-01,5.188732448385499074e-01,5.159578320893718484e-01
